invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Revenue,Total_profit,Revenue_per_Unit,Profit_Category
3082,WALM059,Pflugerville,Fashion accessories,18.0,3.0,03/01/23,10:39:00,Ewallet,7.0,0.33,54.0,17.82,18.0,Low Profit
3083,WALM078,Del Rio,Home and lifestyle,30.0,2.0,01/09/21,8:12:00,Ewallet,9.0,0.33,60.0,19.8,30.0,Low Profit
3084,WALM083,Farmers Branch,Fashion accessories,33.0,3.0,08/09/22,17:19:00,Ewallet,5.0,0.33,99.0,32.67,33.0,Low Profit
3085,WALM017,McKinney,Home and lifestyle,17.0,3.0,16/04/23,17:02:00,Ewallet,6.0,0.48,51.0,24.48,17.0,Low Profit
3086,WALM011,Lubbock,Fashion accessories,73.0,1.0,13/05/21,6:25:00,Ewallet,9.0,0.48,73.0,35.04,73.0,High Profit
3087,WALM077,Coppell,Home and lifestyle,21.0,3.0,01/01/20,14:23:00,Ewallet,9.0,0.33,63.0,20.790000000000003,21.0,Low Profit
3088,WALM041,Mission,Fashion accessories,27.0,2.0,20/01/20,13:25:00,Ewallet,9.0,0.48,54.0,25.919999999999998,27.0,Low Profit
3089,WALM022,Mesquite,Home and lifestyle,27.0,3.0,01/04/20,6:34:00,Ewallet,5.0,0.48,81.0,38.879999999999995,27.0,High Profit
3090,WALM039,Longview,Fashion accessories,36.0,1.0,18/08/21,19:45:00,Ewallet,9.0,0.48,36.0,17.28,36.0,Low Profit
3091,WALM001,Houston,Home and lifestyle,47.0,1.0,25/07/23,10:22:00,Ewallet,4.0,0.36,47.0,16.919999999999998,47.0,Low Profit
3092,WALM085,Kerrville,Fashion accessories,68.0,3.0,21/06/22,19:49:00,Ewallet,9.0,0.33,204.0,67.32000000000001,68.0,High Profit
3093,WALM067,Haltom City,Home and lifestyle,64.0,3.0,08/04/23,7:56:00,Ewallet,6.0,0.33,192.0,63.36,64.0,High Profit
3094,WALM002,Dallas,Fashion accessories,71.0,3.0,23/01/22,10:41:00,Ewallet,6.0,0.36,213.0,76.67999999999999,71.0,High Profit
3095,WALM093,Angleton,Home and lifestyle,84.0,3.0,03/09/22,18:43:00,Ewallet,7.0,0.33,252.0,83.16000000000001,84.0,High Profit
3096,WALM001,Houston,Fashion accessories,29.0,3.0,19/11/22,19:26:00,Ewallet,4.0,0.36,87.0,31.32,29.0,Low Profit
3097,WALM060,DeSoto,Home and lifestyle,20.0,3.0,07/07/20,7:05:00,Ewallet,8.0,0.33,60.0,19.8,20.0,Low Profit
3098,WALM024,Carrollton,Fashion accessories,56.0,1.0,20/09/21,17:11:00,Ewallet,5.0,0.48,56.0,26.88,56.0,Low Profit
3099,WALM026,Denton,Home and lifestyle,47.0,2.0,27/11/23,13:36:00,Ewallet,5.0,0.48,94.0,45.12,47.0,High Profit
3100,WALM083,Farmers Branch,Fashion accessories,62.0,2.0,20/07/20,14:52:00,Ewallet,7.0,0.33,124.0,40.92,62.0,High Profit
3101,WALM093,Angleton,Home and lifestyle,21.0,3.0,26/01/23,7:44:00,Ewallet,9.0,0.33,63.0,20.790000000000003,21.0,Low Profit
3102,WALM042,Bryan,Fashion accessories,81.0,1.0,29/12/21,14:54:00,Ewallet,8.0,0.48,81.0,38.879999999999995,81.0,High Profit
3103,WALM002,Dallas,Home and lifestyle,83.0,1.0,22/01/22,8:46:00,Ewallet,8.0,0.36,83.0,29.88,83.0,Low Profit
3104,WALM057,Euless,Fashion accessories,46.0,3.0,30/08/23,18:56:00,Ewallet,4.0,0.33,138.0,45.54,46.0,High Profit
3105,WALM033,Pearland,Home and lifestyle,18.0,3.0,03/02/20,13:16:00,Ewallet,9.0,0.48,54.0,25.919999999999998,18.0,Low Profit
3106,WALM066,Grapevine,Fashion accessories,16.0,2.0,02/12/20,13:08:00,Ewallet,7.0,0.33,32.0,10.56,16.0,Low Profit
3107,WALM092,Lake Jackson,Home and lifestyle,18.0,1.0,01/07/22,9:46:00,Ewallet,8.0,0.33,18.0,5.94,18.0,Low Profit
3108,WALM022,Mesquite,Fashion accessories,78.0,3.0,06/05/20,18:01:00,Ewallet,5.0,0.48,234.0,112.32,78.0,High Profit
3109,WALM005,Fort Worth,Home and lifestyle,31.0,2.0,02/07/22,13:28:00,Ewallet,5.0,0.48,62.0,29.759999999999998,31.0,Low Profit
3110,WALM039,Longview,Fashion accessories,15.0,1.0,07/01/23,10:30:00,Ewallet,9.0,0.48,15.0,7.199999999999999,15.0,Low Profit
3111,WALM004,Austin,Home and lifestyle,32.0,2.0,14/09/21,9:34:00,Ewallet,6.0,0.48,64.0,30.72,32.0,Low Profit
3112,WALM079,La Porte,Fashion accessories,37.0,3.0,09/11/23,22:01:00,Ewallet,5.0,0.33,111.0,36.63,37.0,High Profit
3113,WALM085,Kerrville,Home and lifestyle,54.0,1.0,08/05/23,20:01:00,Ewallet,4.0,0.33,54.0,17.82,54.0,Low Profit
3114,WALM021,McAllen,Fashion accessories,74.0,1.0,22/04/21,10:03:00,Ewallet,6.0,0.48,74.0,35.519999999999996,74.0,High Profit
3115,WALM001,Houston,Home and lifestyle,35.0,1.0,19/11/21,17:54:00,Ewallet,4.0,0.36,35.0,12.6,35.0,Low Profit
3116,WALM010,Laredo,Fashion accessories,68.0,3.0,28/06/23,19:49:00,Ewallet,7.0,0.48,204.0,97.92,68.0,High Profit
3117,WALM037,League City,Home and lifestyle,28.0,1.0,18/11/20,19:49:00,Ewallet,7.0,0.48,28.0,13.44,28.0,Low Profit
3118,WALM062,Galveston,Fashion accessories,63.0,3.0,13/08/20,8:21:00,Ewallet,8.0,0.33,189.0,62.370000000000005,63.0,High Profit
3119,WALM047,Flower Mound,Home and lifestyle,74.0,2.0,21/04/22,19:33:00,Ewallet,4.0,0.48,148.0,71.03999999999999,74.0,High Profit
3120,WALM093,Angleton,Fashion accessories,55.0,2.0,10/09/21,20:42:00,Ewallet,7.0,0.33,110.0,36.300000000000004,55.0,High Profit
3121,WALM005,Fort Worth,Home and lifestyle,18.0,3.0,15/02/21,22:27:00,Ewallet,9.0,0.48,54.0,25.919999999999998,18.0,Low Profit
3122,WALM045,Missouri City,Fashion accessories,56.0,3.0,21/10/22,15:11:00,Credit card,8.0,0.48,168.0,80.64,56.0,High Profit
3123,WALM048,Harlingen,Home and lifestyle,15.0,2.0,07/12/21,6:51:00,Ewallet,8.0,0.48,30.0,14.399999999999999,15.0,Low Profit
3124,WALM098,Mineral Wells,Fashion accessories,49.0,2.0,08/11/21,10:07:00,Ewallet,6.0,0.18,98.0,17.64,49.0,Low Profit
3125,WALM068,Burleson,Home and lifestyle,50.0,2.0,02/03/21,9:22:00,Ewallet,4.0,0.33,100.0,33.0,50.0,Low Profit
3126,WALM011,Lubbock,Fashion accessories,52.0,3.0,23/12/20,15:09:00,Ewallet,8.0,0.48,156.0,74.88,52.0,High Profit
3127,WALM008,Corpus Christi,Home and lifestyle,57.0,3.0,03/07/20,19:25:00,Ewallet,8.0,0.48,171.0,82.08,57.0,High Profit
3128,WALM033,Pearland,Fashion accessories,21.0,1.0,07/03/20,19:10:00,Ewallet,8.0,0.48,21.0,10.08,21.0,Low Profit
3129,WALM007,Arlington,Home and lifestyle,40.0,1.0,20/03/22,11:34:00,Ewallet,8.0,0.48,40.0,19.2,40.0,Low Profit
3130,WALM079,La Porte,Fashion accessories,63.0,1.0,25/01/23,16:07:00,Ewallet,5.0,0.33,63.0,20.790000000000003,63.0,Low Profit
3131,WALM034,College Station,Home and lifestyle,27.0,1.0,17/04/21,13:00:00,Ewallet,4.0,0.48,27.0,12.959999999999999,27.0,Low Profit
3132,WALM005,Fort Worth,Fashion accessories,57.0,3.0,29/05/23,14:36:00,Ewallet,7.0,0.48,171.0,82.08,57.0,High Profit
3133,WALM004,Austin,Home and lifestyle,82.0,3.0,26/06/20,12:45:00,Ewallet,6.0,0.48,246.0,118.08,82.0,High Profit
3134,WALM040,Edinburg,Fashion accessories,85.0,2.0,29/08/20,21:39:00,Ewallet,4.0,0.48,170.0,81.6,85.0,High Profit
3135,WALM096,Eagle Pass,Home and lifestyle,85.0,1.0,19/08/20,19:09:00,Ewallet,8.0,0.33,85.0,28.05,85.0,Low Profit
3136,WALM088,Cleburne,Fashion accessories,58.0,2.0,17/07/22,8:44:00,Ewallet,4.0,0.33,116.0,38.28,58.0,High Profit
3137,WALM071,Lufkin,Home and lifestyle,36.0,3.0,12/06/22,13:08:00,Ewallet,6.0,0.33,108.0,35.64,36.0,High Profit
3138,WALM060,DeSoto,Fashion accessories,43.0,2.0,18/09/21,10:18:00,Ewallet,6.0,0.33,86.0,28.380000000000003,43.0,Low Profit
3139,WALM017,McKinney,Home and lifestyle,45.0,3.0,07/10/23,6:39:00,Ewallet,6.0,0.48,135.0,64.8,45.0,High Profit
3140,WALM053,Conroe,Fashion accessories,40.0,1.0,13/05/21,9:10:00,Ewallet,4.0,0.21,40.0,8.4,40.0,Low Profit
3141,WALM091,Little Elm,Home and lifestyle,49.0,2.0,01/03/22,12:25:00,Ewallet,6.0,0.33,98.0,32.34,49.0,Low Profit
3142,WALM004,Austin,Fashion accessories,67.0,2.0,10/02/20,7:49:00,Ewallet,6.0,0.48,134.0,64.32,67.0,High Profit
3143,WALM042,Bryan,Home and lifestyle,25.0,3.0,10/09/21,18:20:00,Ewallet,6.0,0.48,75.0,36.0,25.0,High Profit
3144,WALM092,Lake Jackson,Fashion accessories,61.0,3.0,22/05/22,16:15:00,Ewallet,6.0,0.33,183.0,60.39,61.0,High Profit
3145,WALM045,Missouri City,Home and lifestyle,64.0,3.0,05/05/20,13:36:00,Credit card,8.0,0.48,192.0,92.16,64.0,High Profit
3146,WALM053,Conroe,Fashion accessories,77.0,1.0,17/04/21,17:12:00,Ewallet,7.0,0.21,77.0,16.169999999999998,77.0,Low Profit
3147,WALM083,Farmers Branch,Home and lifestyle,85.0,2.0,13/02/21,22:58:00,Ewallet,8.0,0.33,170.0,56.1,85.0,High Profit
3148,WALM001,Houston,Fashion accessories,54.0,1.0,07/04/20,19:20:00,Ewallet,5.0,0.36,54.0,19.439999999999998,54.0,Low Profit
3149,WALM094,Alamo,Home and lifestyle,60.0,1.0,22/10/21,13:06:00,Ewallet,6.0,0.33,60.0,19.8,60.0,Low Profit
3150,WALM023,Midland,Fashion accessories,78.0,3.0,27/04/23,16:52:00,Ewallet,9.0,0.48,234.0,112.32,78.0,High Profit
3151,WALM051,New Braunfels,Home and lifestyle,64.0,1.0,26/09/23,12:03:00,Ewallet,8.0,0.48,64.0,30.72,64.0,Low Profit
3152,WALM019,Pasadena,Fashion accessories,63.0,2.0,30/09/22,19:15:00,Ewallet,7.0,0.48,126.0,60.48,63.0,High Profit
3153,WALM011,Lubbock,Home and lifestyle,58.0,3.0,30/10/23,14:54:00,Ewallet,8.0,0.48,174.0,83.52,58.0,High Profit
3154,WALM015,Grand Prairie,Fashion accessories,62.0,2.0,03/06/21,9:24:00,Ewallet,5.0,0.48,124.0,59.519999999999996,62.0,High Profit
3155,WALM008,Corpus Christi,Home and lifestyle,52.0,3.0,08/05/21,21:07:00,Ewallet,6.0,0.48,156.0,74.88,52.0,High Profit
3156,WALM049,North Richland Hills,Fashion accessories,43.0,3.0,18/12/20,8:38:00,Ewallet,5.0,0.48,129.0,61.919999999999995,43.0,High Profit
3157,WALM040,Edinburg,Home and lifestyle,21.0,1.0,26/10/21,7:17:00,Ewallet,4.0,0.48,21.0,10.08,21.0,Low Profit
3158,WALM057,Euless,Fashion accessories,30.0,3.0,26/03/20,18:40:00,Ewallet,4.0,0.33,90.0,29.700000000000003,30.0,Low Profit
3159,WALM076,Huntsville,Home and lifestyle,47.0,3.0,12/08/21,19:16:00,Ewallet,8.0,0.33,141.0,46.53,47.0,High Profit
3160,WALM053,Conroe,Fashion accessories,42.0,1.0,26/06/23,6:58:00,Ewallet,9.0,0.21,42.0,8.82,42.0,Low Profit
3161,WALM064,Bedford,Home and lifestyle,63.0,1.0,07/05/22,15:23:00,Ewallet,9.0,0.33,63.0,20.790000000000003,63.0,Low Profit
3162,WALM007,Arlington,Fashion accessories,51.0,2.0,27/07/23,9:53:00,Ewallet,8.0,0.48,102.0,48.96,51.0,High Profit
3163,WALM061,Cedar Park,Home and lifestyle,54.0,3.0,30/09/21,6:49:00,Ewallet,5.0,0.33,162.0,53.46,54.0,High Profit
3164,WALM100,Canyon,Fashion accessories,17.0,3.0,28/09/23,12:53:00,Ewallet,6.0,0.18,51.0,9.18,17.0,Low Profit
3165,WALM080,Nacogdoches,Home and lifestyle,51.0,2.0,28/06/20,21:27:00,Ewallet,6.0,0.33,102.0,33.660000000000004,51.0,Low Profit
3166,WALM071,Lufkin,Fashion accessories,30.0,2.0,07/09/22,18:19:00,Ewallet,8.0,0.33,60.0,19.8,30.0,Low Profit
3167,WALM047,Flower Mound,Home and lifestyle,33.0,2.0,15/06/23,10:00:00,Ewallet,7.0,0.48,66.0,31.68,33.0,Low Profit
3168,WALM052,Mansfield,Fashion accessories,43.0,1.0,01/05/21,9:15:00,Ewallet,7.0,0.57,43.0,24.509999999999998,43.0,Low Profit
3169,WALM015,Grand Prairie,Home and lifestyle,42.0,3.0,01/05/22,9:56:00,Ewallet,5.0,0.48,126.0,60.48,42.0,High Profit
3170,WALM063,Georgetown,Fashion accessories,53.0,3.0,21/02/23,12:01:00,Ewallet,4.0,0.33,159.0,52.470000000000006,53.0,High Profit
3171,WALM047,Flower Mound,Home and lifestyle,71.0,3.0,06/05/23,7:03:00,Ewallet,6.0,0.48,213.0,102.24,71.0,High Profit
3172,WALM076,Huntsville,Fashion accessories,24.0,1.0,12/01/21,9:32:00,Ewallet,8.0,0.33,24.0,7.92,24.0,Low Profit
3173,WALM012,Garland,Home and lifestyle,72.0,3.0,30/03/21,21:38:00,Ewallet,4.0,0.48,216.0,103.67999999999999,72.0,High Profit
3174,WALM071,Lufkin,Fashion accessories,37.0,2.0,05/01/22,6:28:00,Ewallet,4.0,0.33,74.0,24.42,37.0,Low Profit
3175,WALM059,Pflugerville,Home and lifestyle,44.0,3.0,01/07/21,13:33:00,Ewallet,6.0,0.33,132.0,43.56,44.0,High Profit
3176,WALM026,Denton,Fashion accessories,41.0,3.0,25/06/23,21:37:00,Ewallet,5.0,0.48,123.0,59.04,41.0,High Profit
3177,WALM018,Frisco,Home and lifestyle,18.0,2.0,10/10/22,18:24:00,Ewallet,6.0,0.48,36.0,17.28,18.0,Low Profit
3178,WALM096,Eagle Pass,Fashion accessories,53.0,2.0,26/06/21,17:52:00,Ewallet,9.0,0.18,106.0,19.08,53.0,Low Profit
3179,WALM062,Galveston,Home and lifestyle,80.0,1.0,04/10/23,15:10:00,Ewallet,6.0,0.33,80.0,26.400000000000002,80.0,Low Profit
3180,WALM049,North Richland Hills,Fashion accessories,36.0,1.0,27/10/21,10:38:00,Ewallet,6.0,0.48,36.0,17.28,36.0,Low Profit
3181,WALM027,Abilene,Home and lifestyle,82.0,1.0,03/01/21,14:34:00,Ewallet,4.0,0.48,82.0,39.36,82.0,High Profit
3182,WALM057,Euless,Fashion accessories,69.0,2.0,25/03/20,22:24:00,Ewallet,6.0,0.33,138.0,45.54,69.0,High Profit
3183,WALM039,Longview,Home and lifestyle,52.0,1.0,11/11/23,7:32:00,Ewallet,8.0,0.48,52.0,24.96,52.0,Low Profit
3184,WALM014,Amarillo,Fashion accessories,48.0,3.0,31/05/23,17:52:00,Ewallet,7.0,0.48,144.0,69.12,48.0,High Profit
3185,WALM058,Port Arthur,Home and lifestyle,80.0,2.0,19/03/20,13:01:00,Ewallet,9.0,0.33,160.0,52.800000000000004,80.0,High Profit
3186,WALM009,Plano,Fashion accessories,75.0,1.0,09/05/21,16:30:00,Ewallet,6.0,0.48,75.0,36.0,75.0,High Profit
3187,WALM096,Eagle Pass,Home and lifestyle,50.0,1.0,27/10/22,20:53:00,Ewallet,6.0,0.33,50.0,16.5,50.0,Low Profit
3188,WALM081,Friendswood,Fashion accessories,37.0,3.0,27/05/20,21:37:00,Ewallet,9.0,0.33,111.0,36.63,37.0,High Profit
3189,WALM004,Austin,Home and lifestyle,72.0,1.0,28/01/22,15:15:00,Ewallet,6.0,0.48,72.0,34.56,72.0,Low Profit
3190,WALM085,Kerrville,Fashion accessories,21.0,2.0,20/07/23,22:05:00,Ewallet,6.0,0.33,42.0,13.860000000000001,21.0,Low Profit
3191,WALM016,Brownsville,Home and lifestyle,60.0,1.0,05/09/23,7:28:00,Ewallet,5.0,0.48,60.0,28.799999999999997,60.0,Low Profit
3192,WALM057,Euless,Fashion accessories,23.0,3.0,04/11/20,16:14:00,Ewallet,5.0,0.33,69.0,22.77,23.0,Low Profit
3193,WALM005,Fort Worth,Home and lifestyle,35.0,3.0,15/09/22,7:31:00,Ewallet,9.0,0.48,105.0,50.4,35.0,High Profit
3194,WALM022,Mesquite,Fashion accessories,48.0,3.0,11/12/23,18:01:00,Ewallet,4.0,0.48,144.0,69.12,48.0,High Profit
3195,WALM028,Odessa,Home and lifestyle,56.0,2.0,09/06/22,8:03:00,Ewallet,6.0,0.48,112.0,53.76,56.0,High Profit
3196,WALM015,Grand Prairie,Fashion accessories,20.0,2.0,10/12/21,12:08:00,Ewallet,5.0,0.48,40.0,19.2,20.0,Low Profit
3197,WALM085,Kerrville,Home and lifestyle,51.0,3.0,03/04/22,19:26:00,Ewallet,7.0,0.33,153.0,50.49,51.0,High Profit
3198,WALM063,Georgetown,Fashion accessories,47.0,1.0,05/01/20,8:21:00,Ewallet,9.0,0.33,47.0,15.510000000000002,47.0,Low Profit
3199,WALM022,Mesquite,Home and lifestyle,41.0,3.0,22/11/23,7:13:00,Ewallet,5.0,0.48,123.0,59.04,41.0,High Profit
3200,WALM096,Eagle Pass,Fashion accessories,82.0,1.0,02/08/21,16:50:00,Ewallet,9.0,0.18,82.0,14.76,82.0,Low Profit
3201,WALM017,McKinney,Home and lifestyle,30.0,3.0,28/09/20,18:31:00,Ewallet,5.0,0.48,90.0,43.199999999999996,30.0,High Profit
3202,WALM019,Pasadena,Fashion accessories,67.0,1.0,27/11/20,11:56:00,Ewallet,9.0,0.48,67.0,32.16,67.0,Low Profit
3203,WALM097,Alice,Home and lifestyle,34.0,1.0,22/11/21,22:27:00,Ewallet,8.0,0.18,34.0,6.12,34.0,Low Profit
3204,WALM021,McAllen,Fashion accessories,80.0,1.0,14/10/20,14:14:00,Ewallet,8.0,0.48,80.0,38.4,80.0,High Profit
3205,WALM043,Baytown,Home and lifestyle,22.0,1.0,12/12/20,20:46:00,Ewallet,4.0,0.48,22.0,10.559999999999999,22.0,Low Profit
3206,WALM053,Conroe,Fashion accessories,47.0,3.0,07/10/23,10:56:00,Ewallet,6.0,0.21,141.0,29.61,47.0,Low Profit
3207,WALM018,Frisco,Home and lifestyle,51.0,1.0,10/03/21,17:45:00,Ewallet,7.0,0.48,51.0,24.48,51.0,Low Profit
3208,WALM030,Richardson,Fashion accessories,58.0,1.0,09/07/22,8:26:00,Ewallet,4.0,0.48,58.0,27.84,58.0,Low Profit
3209,WALM063,Georgetown,Home and lifestyle,32.0,2.0,30/10/21,16:31:00,Ewallet,6.0,0.33,64.0,21.12,32.0,Low Profit
3210,WALM043,Baytown,Fashion accessories,30.0,1.0,12/06/20,19:18:00,Ewallet,6.0,0.48,30.0,14.399999999999999,30.0,Low Profit
3211,WALM097,Alice,Home and lifestyle,37.0,1.0,25/08/20,17:38:00,Ewallet,4.0,0.18,37.0,6.66,37.0,Low Profit
3212,WALM078,Del Rio,Fashion accessories,53.0,3.0,22/01/22,9:14:00,Ewallet,7.0,0.33,159.0,52.470000000000006,53.0,High Profit
3213,WALM043,Baytown,Home and lifestyle,56.0,2.0,18/02/20,11:22:00,Ewallet,8.0,0.48,112.0,53.76,56.0,High Profit
3214,WALM077,Coppell,Fashion accessories,72.0,2.0,17/10/21,7:48:00,Ewallet,6.0,0.33,144.0,47.52,72.0,High Profit
3215,WALM100,Canyon,Home and lifestyle,60.0,1.0,27/11/23,8:20:00,Ewallet,4.0,0.18,60.0,10.799999999999999,60.0,Low Profit
3216,WALM018,Frisco,Fashion accessories,40.0,1.0,12/09/21,16:39:00,Ewallet,6.0,0.48,40.0,19.2,40.0,Low Profit
3217,WALM012,Garland,Home and lifestyle,19.0,3.0,11/09/20,18:16:00,Ewallet,4.0,0.48,57.0,27.36,19.0,Low Profit
3218,WALM095,Big Spring,Fashion accessories,66.0,2.0,26/08/22,7:18:00,Ewallet,6.0,0.33,132.0,43.56,66.0,High Profit
3219,WALM028,Odessa,Home and lifestyle,54.0,1.0,18/12/21,22:42:00,Ewallet,5.0,0.48,54.0,25.919999999999998,54.0,Low Profit
3220,WALM066,Grapevine,Fashion accessories,80.0,3.0,31/08/22,20:41:00,Ewallet,7.0,0.33,240.0,79.2,80.0,High Profit
3221,WALM070,Hurst,Home and lifestyle,50.0,1.0,21/11/21,22:00:00,Ewallet,7.0,0.33,50.0,16.5,50.0,Low Profit
3222,WALM062,Galveston,Fashion accessories,58.0,3.0,03/08/21,20:16:00,Ewallet,7.0,0.33,174.0,57.42,58.0,High Profit
3223,WALM036,Allen,Home and lifestyle,31.0,1.0,17/10/22,11:35:00,Ewallet,5.0,0.48,31.0,14.879999999999999,31.0,Low Profit
3224,WALM083,Farmers Branch,Fashion accessories,29.0,1.0,01/08/20,14:33:00,Ewallet,7.0,0.33,29.0,9.57,29.0,Low Profit
3225,WALM001,Houston,Home and lifestyle,31.0,3.0,28/12/21,10:06:00,Ewallet,6.0,0.36,93.0,33.48,31.0,Low Profit
3226,WALM017,McKinney,Fashion accessories,85.0,3.0,26/12/21,19:47:00,Ewallet,5.0,0.48,255.0,122.39999999999999,85.0,High Profit
3227,WALM037,League City,Home and lifestyle,83.0,2.0,03/09/20,14:34:00,Ewallet,4.0,0.48,166.0,79.67999999999999,83.0,High Profit
3228,WALM005,Fort Worth,Fashion accessories,25.0,1.0,08/11/21,8:52:00,Ewallet,5.0,0.48,25.0,12.0,25.0,Low Profit
3229,WALM044,Pharr,Home and lifestyle,60.0,2.0,24/10/23,13:43:00,Ewallet,7.0,0.48,120.0,57.599999999999994,60.0,High Profit
3230,WALM068,Burleson,Fashion accessories,76.0,3.0,11/10/21,6:46:00,Ewallet,7.0,0.33,228.0,75.24000000000001,76.0,High Profit
3231,WALM008,Corpus Christi,Home and lifestyle,57.0,2.0,12/10/21,22:48:00,Ewallet,8.0,0.48,114.0,54.72,57.0,High Profit
3232,WALM010,Laredo,Fashion accessories,74.0,3.0,07/09/21,22:56:00,Ewallet,6.0,0.48,222.0,106.56,74.0,High Profit
3233,WALM094,Alamo,Home and lifestyle,51.0,3.0,06/10/21,14:43:00,Ewallet,4.0,0.33,153.0,50.49,51.0,High Profit
3234,WALM013,Irving,Fashion accessories,35.0,3.0,17/11/23,20:44:00,Ewallet,5.0,0.48,105.0,50.4,35.0,High Profit
3235,WALM077,Coppell,Home and lifestyle,20.0,2.0,07/12/21,17:13:00,Ewallet,7.0,0.33,40.0,13.200000000000001,20.0,Low Profit
3236,WALM088,Cleburne,Fashion accessories,65.0,1.0,13/08/23,20:22:00,Ewallet,5.0,0.33,65.0,21.45,65.0,Low Profit
3237,WALM020,Killeen,Home and lifestyle,64.0,3.0,15/09/20,15:55:00,Ewallet,8.0,0.48,192.0,92.16,64.0,High Profit
3238,WALM062,Galveston,Fashion accessories,61.0,1.0,01/12/21,15:14:00,Ewallet,4.0,0.33,61.0,20.130000000000003,61.0,Low Profit
3239,WALM004,Austin,Home and lifestyle,16.0,1.0,23/08/20,8:27:00,Ewallet,6.0,0.48,16.0,7.68,16.0,Low Profit
3240,WALM063,Georgetown,Fashion accessories,68.0,1.0,11/08/20,8:36:00,Ewallet,7.0,0.33,68.0,22.44,68.0,Low Profit
3241,WALM080,Nacogdoches,Home and lifestyle,70.0,3.0,03/12/20,18:43:00,Ewallet,8.0,0.33,210.0,69.3,70.0,High Profit
3242,WALM042,Bryan,Fashion accessories,76.0,1.0,11/08/21,9:42:00,Ewallet,4.0,0.48,76.0,36.48,76.0,High Profit
3243,WALM061,Cedar Park,Home and lifestyle,84.0,2.0,01/12/22,19:09:00,Ewallet,8.0,0.33,168.0,55.440000000000005,84.0,High Profit
3244,WALM066,Grapevine,Fashion accessories,18.0,2.0,23/10/20,10:27:00,Ewallet,7.0,0.33,36.0,11.88,18.0,Low Profit
3245,WALM044,Pharr,Home and lifestyle,71.0,1.0,10/09/23,14:27:00,Ewallet,5.0,0.48,71.0,34.08,71.0,Low Profit
3246,WALM076,Huntsville,Fashion accessories,44.0,3.0,28/12/23,14:12:00,Ewallet,6.0,0.33,132.0,43.56,44.0,High Profit
3247,WALM093,Angleton,Home and lifestyle,27.0,1.0,20/12/20,16:54:00,Ewallet,7.0,0.33,27.0,8.91,27.0,Low Profit
3248,WALM031,Lewisville,Fashion accessories,52.0,1.0,08/10/23,20:48:00,Ewallet,7.0,0.48,52.0,24.96,52.0,Low Profit
3249,WALM071,Lufkin,Home and lifestyle,23.0,3.0,06/09/23,15:11:00,Ewallet,5.0,0.33,69.0,22.77,23.0,Low Profit
3250,WALM027,Abilene,Fashion accessories,51.0,2.0,24/12/20,12:28:00,Ewallet,9.0,0.48,102.0,48.96,51.0,High Profit
3251,WALM041,Mission,Home and lifestyle,71.0,1.0,05/11/20,7:48:00,Ewallet,6.0,0.48,71.0,34.08,71.0,Low Profit
3252,WALM030,Richardson,Fashion accessories,30.0,1.0,27/11/23,20:18:00,Ewallet,7.0,0.48,30.0,14.399999999999999,30.0,Low Profit
3253,WALM024,Carrollton,Home and lifestyle,80.0,3.0,12/10/20,14:00:00,Ewallet,4.0,0.48,240.0,115.19999999999999,80.0,High Profit
3254,WALM071,Lufkin,Fashion accessories,54.0,1.0,30/09/20,13:31:00,Ewallet,5.0,0.33,54.0,17.82,54.0,Low Profit
3255,WALM004,Austin,Home and lifestyle,15.0,2.0,28/12/20,17:52:00,Ewallet,6.0,0.48,30.0,14.399999999999999,15.0,Low Profit
3256,WALM072,Lancaster,Fashion accessories,16.0,1.0,28/08/20,13:14:00,Ewallet,7.0,0.33,16.0,5.28,16.0,Low Profit
3257,WALM067,Haltom City,Home and lifestyle,36.0,3.0,03/12/23,15:41:00,Ewallet,6.0,0.33,108.0,35.64,36.0,High Profit
3258,WALM077,Coppell,Fashion accessories,58.0,2.0,15/12/21,16:30:00,Ewallet,8.0,0.33,116.0,38.28,58.0,High Profit
3259,WALM070,Hurst,Home and lifestyle,63.0,1.0,11/08/20,19:28:00,Ewallet,5.0,0.33,63.0,20.790000000000003,63.0,Low Profit
3260,WALM058,Port Arthur,Fashion accessories,29.0,3.0,23/08/23,21:12:00,Ewallet,8.0,0.33,87.0,28.71,29.0,Low Profit
3261,WALM067,Haltom City,Home and lifestyle,31.0,2.0,05/12/20,14:06:00,Ewallet,9.0,0.33,62.0,20.46,31.0,Low Profit
3262,WALM009,Plano,Fashion accessories,22.0,3.0,17/08/22,13:36:00,Ewallet,8.0,0.48,66.0,31.68,22.0,Low Profit
3263,WALM060,DeSoto,Home and lifestyle,45.0,1.0,16/08/23,19:59:00,Ewallet,8.0,0.33,45.0,14.850000000000001,45.0,Low Profit
3264,WALM098,Mineral Wells,Fashion accessories,72.0,1.0,22/08/21,15:13:00,Ewallet,6.0,0.18,72.0,12.959999999999999,72.0,Low Profit
3265,WALM022,Mesquite,Home and lifestyle,68.0,3.0,16/11/23,15:59:00,Ewallet,6.0,0.48,204.0,97.92,68.0,High Profit
3266,WALM093,Angleton,Fashion accessories,26.0,2.0,16/12/23,20:40:00,Ewallet,8.0,0.33,52.0,17.16,26.0,Low Profit
3267,WALM094,Alamo,Home and lifestyle,22.0,2.0,27/10/22,6:13:00,Ewallet,9.0,0.33,44.0,14.520000000000001,22.0,Low Profit
